row_id,split,case_family_id,scenario_family,message,current_state,has_active_task,active_intent,active_domain,pending_slot,suspended_task_count,control_result,slot_match,slot_match_type,slot_value_type,explicit_switch_signal,has_business_object,setfit_top1_label,setfit_top1_score,setfit_top2_label,setfit_top2_score,setfit_margin,setfit_low_conf,setfit_ambiguous,llm_review_expected,target_decision,target_intent,target_domain,target_risk_level,target_priority,feature_source,sample_weight,notes
7939,train,COLLECTING_SWITCH_IMPLICIT:78545,COLLECTING_SWITCH_IMPLICIT,寄到深圳要运费吗,COLLECTING,True,CHITCHAT.GENERAL,CHITCHAT,customer_phone_or_order_id,1,NONE,False,NONE,NONE,False,True,LOGISTICS.SHIPPING_FEE,0.8516,CHITCHAT.GENERAL,0.1202,0.7314,False,False,False,SWITCH_NEW,LOGISTICS.SHIPPING_FEE,LOGISTICS,L0,70,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
7940,train,ORDER_CANCEL_WITH_OBJECT:49589,ORDER_CANCEL_WITH_OBJECT,帮我取消这单,IDLE,False,,,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,True,ORDER.CANCEL,0.954,META.ABORT,0.1853,0.7687,False,False,False,ACCEPT_NEW_INTENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,带订单宾语时不能判 META.ABORT
7941,train,COLLECTING_SWITCH_EXPLICIT:92404,COLLECTING_SWITCH_EXPLICIT,顺便，东西不合适要寄回,COLLECTING,True,AFTERSALE.COMPLAIN,AFTERSALE,customer_phone_or_order_id,0,NONE,False,NONE,NONE,True,True,AFTERSALE.RETURN,0.9209,AFTERSALE.COMPLAIN,0.1446,0.7763,False,False,False,SWITCH_NEW,AFTERSALE.RETURN,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,
7942,validation,AMBIGUOUS_PAIR:55087,AMBIGUOUS_PAIR,货到哪了还没发,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,LOGISTICS.TRACK,0.7366,LOGISTICS.DELIVERY_TIME,0.6463,0.0903,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
7943,train,ABORT_BARE:05167,ABORT_BARE,没事了,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.3624,ORDER.CHANGE_ADDRESS,0.3314,0.031,True,True,False,CANCEL_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
7944,train,ABORT_BARE:58227,ABORT_BARE,放弃,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.3607,ORDER.CHANGE_ADDRESS,0.3141,0.0466,True,True,False,CANCEL_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
7945,test,COLLECTING_OTHER_SLOT:72158,COLLECTING_OTHER_SLOT,个人,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,invoice_title,0,NONE,True,SEMANTIC_SLOT,INVOICE_TITLE,False,False,PAYMENT.INVOICE,0.7353,PAYMENT.INVOICE,0.655,0.0803,False,True,False,CONTINUE_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,槽位语义匹配成功时续接当前任务
7946,train,CORRECTION_ACTIVE:62748,CORRECTION_ACTIVE,订单号说错了，是87654321,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,refund_reason,0,RULE_KEYWORD,True,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.3321,AFTERSALE.REFUND,0.312,0.0201,True,True,False,CORRECT_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
7947,train,CONFIRMING_CONFIRM:55329,CONFIRMING_CONFIRM,是的,CONFIRMING,True,AFTERSALE.RETURN,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.RETURN,0.5491,AFTERSALE.EXCHANGE,0.4728,0.0763,True,True,False,CONFIRM_CURRENT,AFTERSALE.RETURN,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
7948,train,IDLE_CLEAR_INTENT:22406,IDLE_CLEAR_INTENT,我的订单什么状态,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.QUERY_STATUS,0.9252,LOGISTICS.DELIVERY_TIME,0.1573,0.7679,False,False,False,ACCEPT_NEW_INTENT,ORDER.QUERY_STATUS,ORDER,L1,70,SYNTHETIC_SIMULATED,1.0,
7949,train,COLLECTING_SWITCH_IMPLICIT:30878,COLLECTING_SWITCH_IMPLICIT,申请售后维修,COLLECTING,True,CHITCHAT.GENERAL,CHITCHAT,customer_phone_or_order_id,1,NONE,False,NONE,NONE,False,True,AFTERSALE.REPAIR,0.8801,CHITCHAT.GENERAL,0.0413,0.8388,False,False,False,SWITCH_NEW,AFTERSALE.REPAIR,AFTERSALE,L2,60,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
7950,validation,AMBIGUOUS_PAIR:89365,AMBIGUOUS_PAIR,订单怎么还没到,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.QUERY_STATUS,0.6366,LOGISTICS.DELIVERY_TIME,0.613,0.0236,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
7951,validation,IDLE_CLEAR_INTENT:14223,IDLE_CLEAR_INTENT,想咨询一下包裹现在在哪里,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,LOGISTICS.TRACK,0.7988,LOGISTICS.DELIVERY_TIME,0.0583,0.7405,False,False,False,ACCEPT_NEW_INTENT,LOGISTICS.TRACK,LOGISTICS,L1,70,SYNTHETIC_SIMULATED,1.0,
7952,train,OOS_UNKNOWN:07579,OOS_UNKNOWN,帮我写一首诗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,False,META.UNKNOWN,0.3523,AFTERSALE.COMPLAIN,0.258,0.0943,True,True,True,UNKNOWN,,,,,SYNTHETIC_SIMULATED,1.0,有 active_task 但无续接证据时不得污染槽位
7953,validation,AMBIGUOUS_PAIR:89365,AMBIGUOUS_PAIR,订单怎么还没到,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.QUERY_STATUS,0.6605,LOGISTICS.DELIVERY_TIME,0.5933,0.0672,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
7954,train,CONFIRMING_DENY:14921,CONFIRMING_DENY,不确认,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.3621,AFTERSALE.REFUND,0.2778,0.0843,True,True,False,DENY_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,否认当前确认门，不等于 ORDER.CANCEL
7955,train,AMBIGUOUS_PAIR:39800,AMBIGUOUS_PAIR,钱扣了订单没反应,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PAYMENT.ISSUE,0.5537,ORDER.QUERY_STATUS,0.4669,0.0868,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
7956,validation,CONFIRMING_CONFIRM:67394,CONFIRMING_CONFIRM,是的,CONFIRMING,True,AFTERSALE.REFUND,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.REFUND,0.3552,ORDER.CANCEL,0.301,0.0542,True,True,False,CONFIRM_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
7957,train,COLLECTING_SWITCH_EXPLICIT:34228,COLLECTING_SWITCH_EXPLICIT,先不说这个，偏远地区加运费吗,COLLECTING,True,LOGISTICS.TRACK,LOGISTICS,customer_phone_or_order_id,0,NONE,False,NONE,NONE,True,True,LOGISTICS.SHIPPING_FEE,0.8913,LOGISTICS.TRACK,0.0635,0.8278,False,False,False,SWITCH_NEW,LOGISTICS.SHIPPING_FEE,LOGISTICS,L0,70,SYNTHETIC_SIMULATED,1.0,
7958,train,COLLECTING_SWITCH_EXPLICIT:09250,COLLECTING_SWITCH_EXPLICIT,再帮我，现在有什么活动,COLLECTING,True,CHITCHAT.GENERAL,CHITCHAT,customer_phone_or_order_id,1,NONE,False,NONE,NONE,True,True,PROMOTION.ACTIVITY,0.8348,CHITCHAT.GENERAL,0.1818,0.653,False,False,False,SWITCH_NEW,PROMOTION.ACTIVITY,PROMOTION,L0,70,SYNTHETIC_SIMULATED,1.0,
7959,validation,TRANSFER_HUMAN:77849,TRANSFER_HUMAN,我要找真人客服,COLLECTING,True,AFTERSALE.REPAIR,AFTERSALE,,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.TRANSFER_HUMAN,0.8948,META.UNKNOWN,0.0475,0.8473,False,False,False,TRANSFER_HUMAN,META.TRANSFER_HUMAN,META,L0,30,SYNTHETIC_SIMULATED,1.0,
7960,train,COLLECTING_SWITCH_IMPLICIT:12247,COLLECTING_SWITCH_IMPLICIT,批量买有优惠吗,COLLECTING,True,AFTERSALE.EXCHANGE,AFTERSALE,target_sku,1,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_PRICE,0.7993,AFTERSALE.EXCHANGE,0.18,0.6193,False,False,False,SWITCH_NEW,PRODUCT.ASK_PRICE,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
7961,train,MULTI_INTENT:44225,MULTI_INTENT,帮我改地址，另外开一张发票,IDLE,False,,,,0,NONE,False,NONE,NONE,True,True,ORDER.QUERY_STATUS,0.6758,PRODUCT.RECOMMEND,0.6143,0.0615,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
7962,train,CONFIRMING_CONFIRM:72505,CONFIRMING_CONFIRM,没问题,CONFIRMING,True,ORDER.CHANGE_ADDRESS,ORDER,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,ORDER.CHANGE_ADDRESS,0.3456,PAYMENT.METHOD,0.2343,0.1113,True,False,False,CONFIRM_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
7963,test,COLLECTING_OTHER_SLOT:88545,COLLECTING_OTHER_SLOT,开不了机,COLLECTING,True,AFTERSALE.REPAIR,AFTERSALE,issue_description,0,NONE,True,SEMANTIC_SLOT,ISSUE_DESCRIPTION,False,False,CHITCHAT.GENERAL,0.6931,AFTERSALE.REPAIR,0.61,0.0831,False,True,False,CONTINUE_CURRENT,AFTERSALE.REPAIR,AFTERSALE,L2,60,SYNTHETIC_SIMULATED,1.0,槽位语义匹配成功时续接当前任务
7964,train,CORRECTION_ACTIVE:09289,CORRECTION_ACTIVE,地址不对，改成公司,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,new_address,0,RULE_KEYWORD,True,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.3546,ORDER.CHANGE_ADDRESS,0.2486,0.106,True,False,False,CORRECT_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
7965,train,CONFIRMING_CONFIRM:70738,CONFIRMING_CONFIRM,没问题,CONFIRMING,True,PAYMENT.INVOICE,PAYMENT,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,PAYMENT.INVOICE,0.5648,ORDER.QUERY_STATUS,0.5208,0.044,True,True,False,CONFIRM_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
7966,train,IDLE_CLEAR_INTENT:25817,IDLE_CLEAR_INTENT,帮我对比A款和B款,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.COMPARE,0.9583,CHITCHAT.THANKS,0.1803,0.778,False,False,False,ACCEPT_NEW_INTENT,PRODUCT.COMPARE,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
7967,train,COLLECTING_SWITCH_IMPLICIT:92110,COLLECTING_SWITCH_IMPLICIT,钱扣了订单还是未付款,COLLECTING,True,ORDER.QUERY_STATUS,ORDER,customer_phone_or_order_id,2,NONE,False,NONE,NONE,False,True,PAYMENT.ISSUE,0.9197,ORDER.QUERY_STATUS,0.0918,0.8279,False,False,False,SWITCH_NEW,PAYMENT.ISSUE,PAYMENT,L1,60,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
7968,train,CONFIRMING_CONFIRM:58052,CONFIRMING_CONFIRM,是的,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.3616,ORDER.CANCEL,0.283,0.0786,True,True,False,CONFIRM_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
7969,train,CONFIRMING_DENY:35847,CONFIRMING_DENY,不对,CONFIRMING,True,PAYMENT.INVOICE,PAYMENT,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,PAYMENT.INVOICE,0.4359,ORDER.QUERY_STATUS,0.3353,0.1006,True,False,False,DENY_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,否认当前确认门，不等于 ORDER.CANCEL
7970,validation,COLLECTING_SWITCH_EXPLICIT:63097,COLLECTING_SWITCH_EXPLICIT,对了，给老人用推荐一个,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,new_address,1,NONE,False,NONE,NONE,True,True,PRODUCT.RECOMMEND,0.7829,ORDER.CHANGE_ADDRESS,0.1426,0.6403,False,False,False,SWITCH_NEW,PRODUCT.RECOMMEND,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
7971,test,COLLECTING_OTHER_SLOT:72158,COLLECTING_OTHER_SLOT,个人,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,invoice_title,0,NONE,True,SEMANTIC_SLOT,INVOICE_TITLE,False,False,PAYMENT.INVOICE,0.7278,PAYMENT.INVOICE,0.6609,0.0669,False,True,False,CONTINUE_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,槽位语义匹配成功时续接当前任务
7972,train,OOS_UNKNOWN:06498,OOS_UNKNOWN,帮我订机票,COLLECTING,True,ORDER.QUERY_STATUS,ORDER,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,False,META.UNKNOWN,0.3978,PRODUCT.RECOMMEND,0.359,0.0388,True,True,True,ASK_CLARIFICATION,,,,,SYNTHETIC_SIMULATED,1.0,有 active_task 但无续接证据时不得污染槽位
7973,train,IDLE_CLEAR_INTENT:46749,IDLE_CLEAR_INTENT,黑色还有库存吗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_STOCK,0.8184,ORDER.CREATE,0.1947,0.6237,False,False,False,ACCEPT_NEW_INTENT,PRODUCT.ASK_STOCK,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
7974,train,COLLECTING_SWITCH_IMPLICIT:09922,COLLECTING_SWITCH_IMPLICIT,支付一直报错,COLLECTING,True,PROMOTION.ACTIVITY,PROMOTION,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,True,PAYMENT.ISSUE,0.8867,PROMOTION.ACTIVITY,0.0458,0.8409,False,False,False,SWITCH_NEW,PAYMENT.ISSUE,PAYMENT,L1,60,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
7975,train,IDLE_CLEAR_INTENT:78626,IDLE_CLEAR_INTENT,你好,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,CHITCHAT.GENERAL,0.9239,PROMOTION.ACTIVITY,0.1414,0.7825,False,False,False,ACCEPT_NEW_INTENT,CHITCHAT.GENERAL,CHITCHAT,L0,90,SYNTHETIC_SIMULATED,1.0,
7976,train,IDLE_CLEAR_INTENT:35261,IDLE_CLEAR_INTENT,介绍一下这款,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_INFO,0.8497,PRODUCT.ASK_PRICE,0.1519,0.6978,False,False,False,ACCEPT_NEW_INTENT,PRODUCT.ASK_INFO,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
7977,validation,IDLE_CLEAR_INTENT:35513,IDLE_CLEAR_INTENT,你们服务太差了,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,AFTERSALE.COMPLAIN,0.8717,PRODUCT.ASK_STOCK,0.0362,0.8355,False,False,False,ACCEPT_NEW_INTENT,AFTERSALE.COMPLAIN,AFTERSALE,L2,60,SYNTHETIC_SIMULATED,1.0,
7978,train,COLLECTING_SWITCH_IMPLICIT:52932,COLLECTING_SWITCH_IMPLICIT,预计什么时候到货,COLLECTING,True,PROMOTION.COUPON,PROMOTION,user_id,1,NONE,False,NONE,NONE,False,True,LOGISTICS.DELIVERY_TIME,0.925,PROMOTION.COUPON,0.057,0.868,False,False,False,SWITCH_NEW,LOGISTICS.DELIVERY_TIME,LOGISTICS,L1,70,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
7979,validation,AMBIGUOUS_PAIR:53429,AMBIGUOUS_PAIR,我不想要了,COLLECTING,True,ORDER.CANCEL,ORDER,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,True,ORDER.CANCEL,0.6737,AFTERSALE.REFUND,0.662,0.0117,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
7980,train,AMBIGUOUS_PAIR:55319,AMBIGUOUS_PAIR,退货政策是什么,COLLECTING,True,AFTERSALE.EXCHANGE,AFTERSALE,exchange_reason,0,NONE,False,NONE,NONE,False,True,FAQ.GENERAL,0.5982,AFTERSALE.RETURN,0.554,0.0442,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
7981,train,IDLE_CLEAR_INTENT:43424,IDLE_CLEAR_INTENT,这个订单不要了,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.CANCEL,0.9167,AFTERSALE.REFUND,0.1359,0.7808,False,False,False,ACCEPT_NEW_INTENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,
7982,train,CONFIRMING_CONFIRM:35207,CONFIRMING_CONFIRM,对,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.5106,AFTERSALE.REFUND,0.4801,0.0305,True,True,False,CONFIRM_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
7983,train,IDLE_CLEAR_INTENT:38804,IDLE_CLEAR_INTENT,这个型号多大尺寸,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_INFO,0.8527,FAQ.GENERAL,0.191,0.6617,False,False,False,ACCEPT_NEW_INTENT,PRODUCT.ASK_INFO,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
7984,train,MULTI_INTENT:04992,MULTI_INTENT,帮我改地址，另外开一张发票,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,,0,NONE,False,NONE,NONE,True,True,ORDER.CHANGE_ADDRESS,0.7001,AFTERSALE.COMPLAIN,0.6607,0.0394,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
7985,train,OOS_UNKNOWN:23201,OOS_UNKNOWN,附近有什么好吃的,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,False,META.UNKNOWN,0.4822,LOGISTICS.DELIVERY_TIME,0.4069,0.0753,True,True,True,ASK_CLARIFICATION,,,,,SYNTHETIC_SIMULATED,1.0,有 active_task 但无续接证据时不得污染槽位
7986,train,COLLECTING_SWITCH_IMPLICIT:00476,COLLECTING_SWITCH_IMPLICIT,这个型号多大尺寸,COLLECTING,True,ORDER.QUERY_STATUS,ORDER,customer_phone_or_order_id,1,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_INFO,0.7602,ORDER.QUERY_STATUS,0.6961,0.0641,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
7987,validation,COLLECTING_OTHER_SLOT:93676,COLLECTING_OTHER_SLOT,目标规格是蓝色大号,COLLECTING,True,AFTERSALE.EXCHANGE,AFTERSALE,target_sku,0,NONE,True,SEMANTIC_SLOT,TARGET_SKU,False,False,ORDER.CANCEL,0.7426,AFTERSALE.EXCHANGE,0.7104,0.0322,False,True,False,CONTINUE_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,槽位语义匹配成功时续接当前任务
7988,validation,COLLECTING_SLOT_PHRASED:43141,COLLECTING_SLOT_PHRASED,手机号是13688886666,COLLECTING,True,LOGISTICS.DELIVERY_TIME,LOGISTICS,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,ORDER.QUERY_STATUS,0.9122,LOGISTICS.DELIVERY_TIME,0.3351,0.5771,False,False,False,CONTINUE_CURRENT,LOGISTICS.DELIVERY_TIME,LOGISTICS,L1,70,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
7989,train,CONFIRMING_DENY:69546,CONFIRMING_DENY,不确认,CONFIRMING,True,AFTERSALE.RETURN,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.RETURN,0.5032,AFTERSALE.REFUND,0.4241,0.0791,True,True,False,DENY_CURRENT,AFTERSALE.RETURN,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,否认当前确认门，不等于 ORDER.CANCEL
7990,train,COLLECTING_SLOT_PURE:70921,COLLECTING_SLOT_PURE,A20260730188,COLLECTING,True,LOGISTICS.DELIVERY_TIME,LOGISTICS,customer_phone_or_order_id,0,RULE_SLOT_ONLY,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,LOGISTICS.DELIVERY_TIME,0.336,ORDER.QUERY_STATUS,0.2962,0.0398,True,True,False,CONTINUE_CURRENT,LOGISTICS.DELIVERY_TIME,LOGISTICS,L1,70,SYNTHETIC_SIMULATED,1.0,pending-slot-aware extraction 应优先于业务意图切换
7991,validation,COLLECTING_SLOT_PHRASED:18717,COLLECTING_SLOT_PHRASED,手机号是18500001111,COLLECTING,True,LOGISTICS.TRACK,LOGISTICS,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,ORDER.QUERY_STATUS,0.8322,LOGISTICS.TRACK,0.3419,0.4903,False,False,False,CONTINUE_CURRENT,LOGISTICS.TRACK,LOGISTICS,L1,70,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
7992,validation,AMBIGUOUS_PAIR:89365,AMBIGUOUS_PAIR,订单怎么还没到,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.QUERY_STATUS,0.7621,LOGISTICS.DELIVERY_TIME,0.7039,0.0582,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
7993,train,CORRECTION_ACTIVE:31230,CORRECTION_ACTIVE,我刚才说错了,COLLECTING,True,ORDER.QUERY_STATUS,ORDER,customer_phone_or_order_id,0,RULE_KEYWORD,False,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.5095,ORDER.QUERY_STATUS,0.442,0.0675,True,True,False,CORRECT_CURRENT,ORDER.QUERY_STATUS,ORDER,L1,70,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
7994,train,CONFIRMING_CONFIRM:09341,CONFIRMING_CONFIRM,可以执行,CONFIRMING,True,ORDER.CHANGE_ADDRESS,ORDER,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,ORDER.CHANGE_ADDRESS,0.4823,PAYMENT.METHOD,0.4244,0.0579,True,True,False,CONFIRM_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
7995,train,MULTI_INTENT:23451,MULTI_INTENT,我要退货，还要投诉客服,COLLECTING,True,ORDER.QUERY_STATUS,ORDER,,0,NONE,False,NONE,NONE,False,True,LOGISTICS.TRACK,0.7262,ORDER.CREATE,0.6569,0.0693,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
7996,validation,AMBIGUOUS_PAIR:34904,AMBIGUOUS_PAIR,退货政策是什么,COLLECTING,True,LOGISTICS.SHIPPING_FEE,LOGISTICS,destination_region,0,NONE,False,NONE,NONE,False,True,FAQ.GENERAL,0.6117,AFTERSALE.RETURN,0.5735,0.0382,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
7997,train,CONFIRMING_BUSINESS_SWITCH:12890,CONFIRMING_BUSINESS_SWITCH,等等，保修规定怎么说,CONFIRMING,True,ORDER.CHANGE_ADDRESS,ORDER,,0,NONE,False,NONE,NONE,True,True,FAQ.GENERAL,0.8742,ORDER.CHANGE_ADDRESS,0.1906,0.6836,False,False,False,SWITCH_NEW,FAQ.GENERAL,FAQ,L0,80,SYNTHETIC_SIMULATED,1.5,
7998,validation,CONFIRMING_DENY:91393,CONFIRMING_DENY,不要,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.5577,AFTERSALE.REFUND,0.4978,0.0599,True,True,False,DENY_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,否认当前确认门，不等于 ORDER.CANCEL
7999,train,IDLE_CLEAR_INTENT:39347,IDLE_CLEAR_INTENT,我想问下你好,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,CHITCHAT.GENERAL,0.7913,PROMOTION.ACTIVITY,0.0709,0.7204,False,False,False,ACCEPT_NEW_INTENT,CHITCHAT.GENERAL,CHITCHAT,L0,90,SYNTHETIC_SIMULATED,1.0,
8000,test,AMBIGUOUS_PAIR:75301,AMBIGUOUS_PAIR,退货政策是什么,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,AFTERSALE.RETURN,0.6924,FAQ.GENERAL,0.6433,0.0491,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
